IRF,NFkB,IFNb,p50,Stimulus,Genotype,Dataset
0.274,1.0,0.6,0,LPS,p50KO,synthetic_43
0.009,0.683,0.0,1,CpG,WT,synthetic_43
0.01,0.743,0.3,0,CpG,p50KO,synthetic_43
0.218,0.0,0.2,1,LPS,relacrelKO,synthetic_43
0.012,1.0,0.0,1,LPS,irf3irf7KO,synthetic_43
0.998,0.591,1.0,1,polyIC,WT,synthetic_43
0.932,0.0,1.0,1,polyIC,relacrelKO,synthetic_43
0.107,0.324,0.2,1,polyIC,irf3irf7KO,synthetic_43
0.0,0.463,0.0,1,polyIC,irf3irf5irf7KO,synthetic_43
0.266,0.934,0.6,1,LPS,WT,synthetic_44
0.159,0.99,0.6,0,LPS,p50KO,synthetic_44
0.009,0.958,0.0,1,CpG,WT,synthetic_44
0.009,0.745,0.3,0,CpG,p50KO,synthetic_44
0.194,0.0,0.2,1,LPS,relacrelKO,synthetic_44
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_44
1.0,0.526,1.0,1,polyIC,WT,synthetic_44
0.777,0.0,1.0,1,polyIC,relacrelKO,synthetic_44
0.084,0.547,0.2,1,polyIC,irf3irf7KO,synthetic_44
0.0,0.573,0.0,1,polyIC,irf3irf5irf7KO,synthetic_44
0.259,1.0,0.6,1,LPS,WT,synthetic_45
0.237,1.0,0.6,0,LPS,p50KO,synthetic_45
0.011,0.831,0.0,1,CpG,WT,synthetic_45
0.009,0.874,0.3,0,CpG,p50KO,synthetic_45
0.268,0.0,0.2,1,LPS,relacrelKO,synthetic_45
0.008,0.799,0.0,1,LPS,irf3irf7KO,synthetic_45
0.888,0.562,1.0,1,polyIC,WT,synthetic_45
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_45
0.098,0.446,0.2,1,polyIC,irf3irf7KO,synthetic_45
0.0,0.511,0.0,1,polyIC,irf3irf5irf7KO,synthetic_45
0.265,1.0,0.6,1,LPS,WT,synthetic_46
0.314,0.607,0.6,0,LPS,p50KO,synthetic_46
0.008,0.724,0.0,1,CpG,WT,synthetic_46
0.009,0.884,0.3,0,CpG,p50KO,synthetic_46
0.223,0.0,0.2,1,LPS,relacrelKO,synthetic_46
0.009,0.664,0.0,1,LPS,irf3irf7KO,synthetic_46
1.0,0.475,1.0,1,polyIC,WT,synthetic_46
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_46
0.104,0.613,0.2,1,polyIC,irf3irf7KO,synthetic_46
0.0,0.674,0.0,1,polyIC,irf3irf5irf7KO,synthetic_46
0.271,0.742,0.6,1,LPS,WT,synthetic_47
0.232,0.934,0.6,0,LPS,p50KO,synthetic_47
0.009,0.755,0.0,1,CpG,WT,synthetic_47
0.009,0.785,0.3,0,CpG,p50KO,synthetic_47
0.304,0.0,0.2,1,LPS,relacrelKO,synthetic_47
0.009,0.97,0.0,1,LPS,irf3irf7KO,synthetic_47
0.944,0.558,1.0,1,polyIC,WT,synthetic_47
0.895,0.0,1.0,1,polyIC,relacrelKO,synthetic_47
0.113,0.599,0.2,1,polyIC,irf3irf7KO,synthetic_47
0.0,0.487,0.0,1,polyIC,irf3irf5irf7KO,synthetic_47
0.275,0.965,0.6,1,LPS,WT,synthetic_48
0.27,1.0,0.6,0,LPS,p50KO,synthetic_48
0.009,0.608,0.0,1,CpG,WT,synthetic_48
0.01,0.815,0.3,0,CpG,p50KO,synthetic_48
0.258,0.0,0.2,1,LPS,relacrelKO,synthetic_48
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_48
0.905,0.477,1.0,1,polyIC,WT,synthetic_48
0.984,0.0,1.0,1,polyIC,relacrelKO,synthetic_48
0.066,0.447,0.2,1,polyIC,irf3irf7KO,synthetic_48
0.0,0.394,0.0,1,polyIC,irf3irf5irf7KO,synthetic_48
0.227,0.986,0.6,1,LPS,WT,synthetic_49
0.277,0.847,0.6,0,LPS,p50KO,synthetic_49
0.012,0.594,0.0,1,CpG,WT,synthetic_49
0.007,0.654,0.3,0,CpG,p50KO,synthetic_49
0.209,0.0,0.2,1,LPS,relacrelKO,synthetic_49
0.009,1.0,0.0,1,LPS,irf3irf7KO,synthetic_49
1.0,0.587,1.0,1,polyIC,WT,synthetic_49
0.89,0.0,1.0,1,polyIC,relacrelKO,synthetic_49
0.089,0.428,0.2,1,polyIC,irf3irf7KO,synthetic_49
0.0,0.452,0.0,1,polyIC,irf3irf5irf7KO,synthetic_49
0.271,0.71,0.6,1,LPS,WT,synthetic_50
0.215,1.0,0.6,0,LPS,p50KO,synthetic_50
0.009,0.972,0.0,1,CpG,WT,synthetic_50
0.011,0.942,0.3,0,CpG,p50KO,synthetic_50
0.266,0.0,0.2,1,LPS,relacrelKO,synthetic_50
0.011,1.0,0.0,1,LPS,irf3irf7KO,synthetic_50
0.944,0.665,1.0,1,polyIC,WT,synthetic_50
0.906,0.0,1.0,1,polyIC,relacrelKO,synthetic_50
0.111,0.589,0.2,1,polyIC,irf3irf7KO,synthetic_50
0.0,0.566,0.0,1,polyIC,irf3irf5irf7KO,synthetic_50
0.228,0.793,0.6,1,LPS,WT,synthetic_51
0.204,0.826,0.6,0,LPS,p50KO,synthetic_51
0.011,0.655,0.0,1,CpG,WT,synthetic_51
0.011,0.685,0.3,0,CpG,p50KO,synthetic_51
0.201,0.0,0.2,1,LPS,relacrelKO,synthetic_51
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_51
0.982,0.607,1.0,1,polyIC,WT,synthetic_51
0.957,0.0,1.0,1,polyIC,relacrelKO,synthetic_51
0.083,0.457,0.2,1,polyIC,irf3irf7KO,synthetic_51
0.0,0.44,0.0,1,polyIC,irf3irf5irf7KO,synthetic_51
0.261,0.827,0.6,1,LPS,WT,synthetic_52
0.227,1.0,0.6,0,LPS,p50KO,synthetic_52
0.012,0.837,0.0,1,CpG,WT,synthetic_52
0.008,0.882,0.3,0,CpG,p50KO,synthetic_52
0.275,0.0,0.2,1,LPS,relacrelKO,synthetic_52
0.009,1.0,0.0,1,LPS,irf3irf7KO,synthetic_52
0.972,0.427,1.0,1,polyIC,WT,synthetic_52
0.824,0.0,1.0,1,polyIC,relacrelKO,synthetic_52
0.13,0.493,0.2,1,polyIC,irf3irf7KO,synthetic_52
0.0,0.569,0.0,1,polyIC,irf3irf5irf7KO,synthetic_52
0.252,0.914,0.6,1,LPS,WT,synthetic_53
0.279,0.84,0.6,0,LPS,p50KO,synthetic_53
0.01,0.777,0.0,1,CpG,WT,synthetic_53
0.008,0.898,0.3,0,CpG,p50KO,synthetic_53
0.228,0.0,0.2,1,LPS,relacrelKO,synthetic_53
0.009,1.0,0.0,1,LPS,irf3irf7KO,synthetic_53
1.0,0.465,1.0,1,polyIC,WT,synthetic_53
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_53
0.084,0.489,0.2,1,polyIC,irf3irf7KO,synthetic_53
0.0,0.646,0.0,1,polyIC,irf3irf5irf7KO,synthetic_53
0.178,1.0,0.6,1,LPS,WT,synthetic_54
0.332,0.806,0.6,0,LPS,p50KO,synthetic_54
0.011,0.653,0.0,1,CpG,WT,synthetic_54
0.01,0.868,0.3,0,CpG,p50KO,synthetic_54
0.244,0.0,0.2,1,LPS,relacrelKO,synthetic_54
0.011,0.964,0.0,1,LPS,irf3irf7KO,synthetic_54
0.722,0.523,1.0,1,polyIC,WT,synthetic_54
0.816,0.0,1.0,1,polyIC,relacrelKO,synthetic_54
0.113,0.48,0.2,1,polyIC,irf3irf7KO,synthetic_54
0.0,0.455,0.0,1,polyIC,irf3irf5irf7KO,synthetic_54
0.217,0.974,0.6,1,LPS,WT,synthetic_55
0.245,1.0,0.6,0,LPS,p50KO,synthetic_55
0.011,0.94,0.0,1,CpG,WT,synthetic_55
0.012,0.63,0.3,0,CpG,p50KO,synthetic_55
0.254,0.0,0.2,1,LPS,relacrelKO,synthetic_55
0.008,1.0,0.0,1,LPS,irf3irf7KO,synthetic_55
1.0,0.532,1.0,1,polyIC,WT,synthetic_55
0.804,0.0,1.0,1,polyIC,relacrelKO,synthetic_55
0.098,0.648,0.2,1,polyIC,irf3irf7KO,synthetic_55
0.0,0.415,0.0,1,polyIC,irf3irf5irf7KO,synthetic_55
0.251,1.0,0.6,1,LPS,WT,synthetic_56
0.272,0.878,0.6,0,LPS,p50KO,synthetic_56
0.008,0.772,0.0,1,CpG,WT,synthetic_56
0.01,0.864,0.3,0,CpG,p50KO,synthetic_56
0.248,0.0,0.2,1,LPS,relacrelKO,synthetic_56
0.011,0.928,0.0,1,LPS,irf3irf7KO,synthetic_56
0.771,0.599,1.0,1,polyIC,WT,synthetic_56
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_56
0.114,0.508,0.2,1,polyIC,irf3irf7KO,synthetic_56
0.0,0.563,0.0,1,polyIC,irf3irf5irf7KO,synthetic_56
0.165,0.873,0.6,1,LPS,WT,synthetic_57
0.262,0.802,0.6,0,LPS,p50KO,synthetic_57
0.009,0.817,0.0,1,CpG,WT,synthetic_57
0.013,0.896,0.3,0,CpG,p50KO,synthetic_57
0.299,0.0,0.2,1,LPS,relacrelKO,synthetic_57
0.008,0.843,0.0,1,LPS,irf3irf7KO,synthetic_57
1.0,0.563,1.0,1,polyIC,WT,synthetic_57
0.908,0.0,1.0,1,polyIC,relacrelKO,synthetic_57
0.099,0.678,0.2,1,polyIC,irf3irf7KO,synthetic_57
0.0,0.545,0.0,1,polyIC,irf3irf5irf7KO,synthetic_57
0.214,1.0,0.6,1,LPS,WT,synthetic_58
0.208,1.0,0.6,0,LPS,p50KO,synthetic_58
0.008,0.813,0.0,1,CpG,WT,synthetic_58
0.007,0.825,0.3,0,CpG,p50KO,synthetic_58
0.238,0.0,0.2,1,LPS,relacrelKO,synthetic_58
0.009,0.825,0.0,1,LPS,irf3irf7KO,synthetic_58
1.0,0.482,1.0,1,polyIC,WT,synthetic_58
0.972,0.0,1.0,1,polyIC,relacrelKO,synthetic_58
0.113,0.536,0.2,1,polyIC,irf3irf7KO,synthetic_58
0.0,0.487,0.0,1,polyIC,irf3irf5irf7KO,synthetic_58
0.247,0.866,0.6,1,LPS,WT,synthetic_59
0.21,1.0,0.6,0,LPS,p50KO,synthetic_59
0.009,0.623,0.0,1,CpG,WT,synthetic_59
0.01,0.612,0.3,0,CpG,p50KO,synthetic_59
0.243,0.0,0.2,1,LPS,relacrelKO,synthetic_59
0.008,1.0,0.0,1,LPS,irf3irf7KO,synthetic_59
0.936,0.435,1.0,1,polyIC,WT,synthetic_59
0.94,0.0,1.0,1,polyIC,relacrelKO,synthetic_59
0.077,0.39,0.2,1,polyIC,irf3irf7KO,synthetic_59
0.0,0.471,0.0,1,polyIC,irf3irf5irf7KO,synthetic_59
0.227,1.0,0.6,1,LPS,WT,synthetic_60
0.247,0.707,0.6,0,LPS,p50KO,synthetic_60
0.008,0.893,0.0,1,CpG,WT,synthetic_60
0.012,0.669,0.3,0,CpG,p50KO,synthetic_60
0.229,0.0,0.2,1,LPS,relacrelKO,synthetic_60
0.009,1.0,0.0,1,LPS,irf3irf7KO,synthetic_60
1.0,0.447,1.0,1,polyIC,WT,synthetic_60
0.778,0.0,1.0,1,polyIC,relacrelKO,synthetic_60
0.109,0.488,0.2,1,polyIC,irf3irf7KO,synthetic_60
0.0,0.484,0.0,1,polyIC,irf3irf5irf7KO,synthetic_60
0.244,0.905,0.6,1,LPS,WT,synthetic_61
0.235,0.914,0.6,0,LPS,p50KO,synthetic_61
0.011,1.0,0.0,1,CpG,WT,synthetic_61
0.009,0.796,0.3,0,CpG,p50KO,synthetic_61
0.213,0.0,0.2,1,LPS,relacrelKO,synthetic_61
0.008,0.925,0.0,1,LPS,irf3irf7KO,synthetic_61
1.0,0.378,1.0,1,polyIC,WT,synthetic_61
0.841,0.0,1.0,1,polyIC,relacrelKO,synthetic_61
0.098,0.527,0.2,1,polyIC,irf3irf7KO,synthetic_61
0.0,0.508,0.0,1,polyIC,irf3irf5irf7KO,synthetic_61
0.234,1.0,0.6,1,LPS,WT,synthetic_62
0.269,0.991,0.6,0,LPS,p50KO,synthetic_62
0.01,0.769,0.0,1,CpG,WT,synthetic_62
0.01,0.882,0.3,0,CpG,p50KO,synthetic_62
0.321,0.0,0.2,1,LPS,relacrelKO,synthetic_62
0.008,0.83,0.0,1,LPS,irf3irf7KO,synthetic_62
0.716,0.482,1.0,1,polyIC,WT,synthetic_62
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_62
0.08,0.38,0.2,1,polyIC,irf3irf7KO,synthetic_62
0.0,0.624,0.0,1,polyIC,irf3irf5irf7KO,synthetic_62
0.22,0.874,0.6,1,LPS,WT,synthetic_63
0.216,1.0,0.6,0,LPS,p50KO,synthetic_63
0.008,0.792,0.0,1,CpG,WT,synthetic_63
0.013,0.711,0.3,0,CpG,p50KO,synthetic_63
0.245,0.0,0.2,1,LPS,relacrelKO,synthetic_63
0.012,0.861,0.0,1,LPS,irf3irf7KO,synthetic_63
1.0,0.681,1.0,1,polyIC,WT,synthetic_63
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_63
0.116,0.431,0.2,1,polyIC,irf3irf7KO,synthetic_63
0.0,0.58,0.0,1,polyIC,irf3irf5irf7KO,synthetic_63
0.23,1.0,0.6,1,LPS,WT,synthetic_64
0.264,0.772,0.6,0,LPS,p50KO,synthetic_64
0.012,0.77,0.0,1,CpG,WT,synthetic_64
0.01,0.738,0.3,0,CpG,p50KO,synthetic_64
0.278,0.0,0.2,1,LPS,relacrelKO,synthetic_64
0.009,1.0,0.0,1,LPS,irf3irf7KO,synthetic_64
0.977,0.35,1.0,1,polyIC,WT,synthetic_64
0.948,0.0,1.0,1,polyIC,relacrelKO,synthetic_64
0.106,0.426,0.2,1,polyIC,irf3irf7KO,synthetic_64
0.0,0.424,0.0,1,polyIC,irf3irf5irf7KO,synthetic_64
0.266,0.773,0.6,1,LPS,WT,synthetic_65
0.224,0.972,0.6,0,LPS,p50KO,synthetic_65
0.01,0.742,0.0,1,CpG,WT,synthetic_65
0.01,0.7,0.3,0,CpG,p50KO,synthetic_65
0.153,0.0,0.2,1,LPS,relacrelKO,synthetic_65
0.009,0.975,0.0,1,LPS,irf3irf7KO,synthetic_65
1.0,0.533,1.0,1,polyIC,WT,synthetic_65
0.913,0.0,1.0,1,polyIC,relacrelKO,synthetic_65
0.133,0.48,0.2,1,polyIC,irf3irf7KO,synthetic_65
0.0,0.367,0.0,1,polyIC,irf3irf5irf7KO,synthetic_65
0.268,1.0,0.6,1,LPS,WT,synthetic_66
0.315,1.0,0.6,0,LPS,p50KO,synthetic_66
0.012,0.744,0.0,1,CpG,WT,synthetic_66
0.008,0.785,0.3,0,CpG,p50KO,synthetic_66
0.282,0.0,0.2,1,LPS,relacrelKO,synthetic_66
0.011,0.836,0.0,1,LPS,irf3irf7KO,synthetic_66
1.0,0.738,1.0,1,polyIC,WT,synthetic_66
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_66
0.121,0.477,0.2,1,polyIC,irf3irf7KO,synthetic_66
0.0,0.546,0.0,1,polyIC,irf3irf5irf7KO,synthetic_66
0.272,1.0,0.6,1,LPS,WT,synthetic_67
0.226,0.948,0.6,0,LPS,p50KO,synthetic_67
0.009,0.943,0.0,1,CpG,WT,synthetic_67
0.011,0.779,0.3,0,CpG,p50KO,synthetic_67
0.236,0.0,0.2,1,LPS,relacrelKO,synthetic_67
0.011,0.973,0.0,1,LPS,irf3irf7KO,synthetic_67
0.944,0.527,1.0,1,polyIC,WT,synthetic_67
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_67
0.098,0.431,0.2,1,polyIC,irf3irf7KO,synthetic_67
0.0,0.505,0.0,1,polyIC,irf3irf5irf7KO,synthetic_67
0.295,1.0,0.6,1,LPS,WT,synthetic_68
0.28,0.849,0.6,0,LPS,p50KO,synthetic_68
0.012,0.811,0.0,1,CpG,WT,synthetic_68
0.012,0.851,0.3,0,CpG,p50KO,synthetic_68
0.252,0.0,0.2,1,LPS,relacrelKO,synthetic_68
0.012,1.0,0.0,1,LPS,irf3irf7KO,synthetic_68
0.854,0.429,1.0,1,polyIC,WT,synthetic_68
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_68
0.096,0.531,0.2,1,polyIC,irf3irf7KO,synthetic_68
0.0,0.565,0.0,1,polyIC,irf3irf5irf7KO,synthetic_68
0.268,1.0,0.6,1,LPS,WT,synthetic_69
0.236,1.0,0.6,0,LPS,p50KO,synthetic_69
0.009,0.977,0.0,1,CpG,WT,synthetic_69
0.009,1.0,0.3,0,CpG,p50KO,synthetic_69
0.278,0.0,0.2,1,LPS,relacrelKO,synthetic_69
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_69
0.928,0.438,1.0,1,polyIC,WT,synthetic_69
0.788,0.0,1.0,1,polyIC,relacrelKO,synthetic_69
0.098,0.554,0.2,1,polyIC,irf3irf7KO,synthetic_69
0.0,0.515,0.0,1,polyIC,irf3irf5irf7KO,synthetic_69
0.227,1.0,0.6,1,LPS,WT,synthetic_70
0.255,1.0,0.6,0,LPS,p50KO,synthetic_70
0.01,0.84,0.0,1,CpG,WT,synthetic_70
0.011,0.597,0.3,0,CpG,p50KO,synthetic_70
0.27,0.0,0.2,1,LPS,relacrelKO,synthetic_70
0.011,0.637,0.0,1,LPS,irf3irf7KO,synthetic_70
1.0,0.482,1.0,1,polyIC,WT,synthetic_70
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_70
0.095,0.425,0.2,1,polyIC,irf3irf7KO,synthetic_70
0.0,0.456,0.0,1,polyIC,irf3irf5irf7KO,synthetic_70
0.312,0.674,0.6,1,LPS,WT,synthetic_71
0.246,1.0,0.6,0,LPS,p50KO,synthetic_71
0.011,0.81,0.0,1,CpG,WT,synthetic_71
0.008,0.717,0.3,0,CpG,p50KO,synthetic_71
0.336,0.0,0.2,1,LPS,relacrelKO,synthetic_71
0.009,1.0,0.0,1,LPS,irf3irf7KO,synthetic_71
0.812,0.444,1.0,1,polyIC,WT,synthetic_71
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_71
0.105,0.533,0.2,1,polyIC,irf3irf7KO,synthetic_71
0.0,0.521,0.0,1,polyIC,irf3irf5irf7KO,synthetic_71
0.256,1.0,0.6,1,LPS,WT,synthetic_72
0.252,0.963,0.6,0,LPS,p50KO,synthetic_72
0.007,0.77,0.0,1,CpG,WT,synthetic_72
0.009,0.682,0.3,0,CpG,p50KO,synthetic_72
0.22,0.0,0.2,1,LPS,relacrelKO,synthetic_72
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_72
0.853,0.482,1.0,1,polyIC,WT,synthetic_72
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_72
0.104,0.569,0.2,1,polyIC,irf3irf7KO,synthetic_72
0.0,0.589,0.0,1,polyIC,irf3irf5irf7KO,synthetic_72
0.182,1.0,0.6,1,LPS,WT,synthetic_73
0.269,1.0,0.6,0,LPS,p50KO,synthetic_73
0.008,0.835,0.0,1,CpG,WT,synthetic_73
0.009,0.745,0.3,0,CpG,p50KO,synthetic_73
0.245,0.0,0.2,1,LPS,relacrelKO,synthetic_73
0.009,0.785,0.0,1,LPS,irf3irf7KO,synthetic_73
0.91,0.553,1.0,1,polyIC,WT,synthetic_73
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_73
0.083,0.438,0.2,1,polyIC,irf3irf7KO,synthetic_73
0.0,0.455,0.0,1,polyIC,irf3irf5irf7KO,synthetic_73
0.159,0.942,0.6,1,LPS,WT,synthetic_74
0.26,0.883,0.6,0,LPS,p50KO,synthetic_74
0.011,0.906,0.0,1,CpG,WT,synthetic_74
0.01,0.764,0.3,0,CpG,p50KO,synthetic_74
0.301,0.0,0.2,1,LPS,relacrelKO,synthetic_74
0.009,0.724,0.0,1,LPS,irf3irf7KO,synthetic_74
1.0,0.451,1.0,1,polyIC,WT,synthetic_74
0.842,0.0,1.0,1,polyIC,relacrelKO,synthetic_74
0.095,0.54,0.2,1,polyIC,irf3irf7KO,synthetic_74
0.0,0.524,0.0,1,polyIC,irf3irf5irf7KO,synthetic_74
0.27,0.93,0.6,1,LPS,WT,synthetic_75
0.252,0.842,0.6,0,LPS,p50KO,synthetic_75
0.01,0.787,0.0,1,CpG,WT,synthetic_75
0.01,0.87,0.3,0,CpG,p50KO,synthetic_75
0.237,0.0,0.2,1,LPS,relacrelKO,synthetic_75
0.012,1.0,0.0,1,LPS,irf3irf7KO,synthetic_75
1.0,0.268,1.0,1,polyIC,WT,synthetic_75
0.848,0.0,1.0,1,polyIC,relacrelKO,synthetic_75
0.117,0.504,0.2,1,polyIC,irf3irf7KO,synthetic_75
0.0,0.531,0.0,1,polyIC,irf3irf5irf7KO,synthetic_75
0.258,0.732,0.6,1,LPS,WT,synthetic_76
0.306,1.0,0.6,0,LPS,p50KO,synthetic_76
0.011,1.0,0.0,1,CpG,WT,synthetic_76
0.008,0.544,0.3,0,CpG,p50KO,synthetic_76
0.324,0.0,0.2,1,LPS,relacrelKO,synthetic_76
0.009,0.915,0.0,1,LPS,irf3irf7KO,synthetic_76
0.921,0.529,1.0,1,polyIC,WT,synthetic_76
0.751,0.0,1.0,1,polyIC,relacrelKO,synthetic_76
0.106,0.564,0.2,1,polyIC,irf3irf7KO,synthetic_76
0.0,0.397,0.0,1,polyIC,irf3irf5irf7KO,synthetic_76
0.288,1.0,0.6,1,LPS,WT,synthetic_77
0.243,0.967,0.6,0,LPS,p50KO,synthetic_77
0.008,0.792,0.0,1,CpG,WT,synthetic_77
0.009,0.949,0.3,0,CpG,p50KO,synthetic_77
0.303,0.0,0.2,1,LPS,relacrelKO,synthetic_77
0.015,0.924,0.0,1,LPS,irf3irf7KO,synthetic_77
0.819,0.683,1.0,1,polyIC,WT,synthetic_77
0.992,0.0,1.0,1,polyIC,relacrelKO,synthetic_77
0.086,0.56,0.2,1,polyIC,irf3irf7KO,synthetic_77
0.0,0.568,0.0,1,polyIC,irf3irf5irf7KO,synthetic_77
0.281,0.781,0.6,1,LPS,WT,synthetic_78
0.208,1.0,0.6,0,LPS,p50KO,synthetic_78
0.011,0.915,0.0,1,CpG,WT,synthetic_78
0.012,0.738,0.3,0,CpG,p50KO,synthetic_78
0.246,0.0,0.2,1,LPS,relacrelKO,synthetic_78
0.008,1.0,0.0,1,LPS,irf3irf7KO,synthetic_78
0.916,0.482,1.0,1,polyIC,WT,synthetic_78
0.975,0.0,1.0,1,polyIC,relacrelKO,synthetic_78
0.096,0.531,0.2,1,polyIC,irf3irf7KO,synthetic_78
0.0,0.594,0.0,1,polyIC,irf3irf5irf7KO,synthetic_78
0.328,1.0,0.6,1,LPS,WT,synthetic_79
0.261,1.0,0.6,0,LPS,p50KO,synthetic_79
0.011,0.792,0.0,1,CpG,WT,synthetic_79
0.011,0.768,0.3,0,CpG,p50KO,synthetic_79
0.282,0.0,0.2,1,LPS,relacrelKO,synthetic_79
0.011,0.734,0.0,1,LPS,irf3irf7KO,synthetic_79
1.0,0.473,1.0,1,polyIC,WT,synthetic_79
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_79
0.095,0.477,0.2,1,polyIC,irf3irf7KO,synthetic_79
0.0,0.494,0.0,1,polyIC,irf3irf5irf7KO,synthetic_79
0.237,1.0,0.6,1,LPS,WT,synthetic_80
0.248,0.93,0.6,0,LPS,p50KO,synthetic_80
0.009,0.924,0.0,1,CpG,WT,synthetic_80
0.01,0.726,0.3,0,CpG,p50KO,synthetic_80
0.197,0.0,0.2,1,LPS,relacrelKO,synthetic_80
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_80
1.0,0.573,1.0,1,polyIC,WT,synthetic_80
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_80
0.103,0.439,0.2,1,polyIC,irf3irf7KO,synthetic_80
0.0,0.489,0.0,1,polyIC,irf3irf5irf7KO,synthetic_80
0.265,1.0,0.6,1,LPS,WT,synthetic_81
0.185,0.902,0.6,0,LPS,p50KO,synthetic_81
0.012,0.981,0.0,1,CpG,WT,synthetic_81
0.012,0.747,0.3,0,CpG,p50KO,synthetic_81
0.26,0.0,0.2,1,LPS,relacrelKO,synthetic_81
0.008,0.965,0.0,1,LPS,irf3irf7KO,synthetic_81
0.887,0.48,1.0,1,polyIC,WT,synthetic_81
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_81
0.112,0.389,0.2,1,polyIC,irf3irf7KO,synthetic_81
0.0,0.488,0.0,1,polyIC,irf3irf5irf7KO,synthetic_81
0.246,1.0,0.6,1,LPS,WT,synthetic_82
0.307,1.0,0.6,0,LPS,p50KO,synthetic_82
0.008,0.881,0.0,1,CpG,WT,synthetic_82
0.01,0.868,0.3,0,CpG,p50KO,synthetic_82
0.27,0.0,0.2,1,LPS,relacrelKO,synthetic_82
0.011,0.941,0.0,1,LPS,irf3irf7KO,synthetic_82
0.935,0.536,1.0,1,polyIC,WT,synthetic_82
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_82
0.094,0.501,0.2,1,polyIC,irf3irf7KO,synthetic_82
0.0,0.627,0.0,1,polyIC,irf3irf5irf7KO,synthetic_82
0.243,1.0,0.6,1,LPS,WT,synthetic_83
0.291,1.0,0.6,0,LPS,p50KO,synthetic_83
0.01,0.511,0.0,1,CpG,WT,synthetic_83
0.012,0.661,0.3,0,CpG,p50KO,synthetic_83
0.297,0.0,0.2,1,LPS,relacrelKO,synthetic_83
0.012,0.983,0.0,1,LPS,irf3irf7KO,synthetic_83
0.849,0.369,1.0,1,polyIC,WT,synthetic_83
0.914,0.0,1.0,1,polyIC,relacrelKO,synthetic_83
0.091,0.474,0.2,1,polyIC,irf3irf7KO,synthetic_83
0.0,0.612,0.0,1,polyIC,irf3irf5irf7KO,synthetic_83
0.183,1.0,0.6,1,LPS,WT,synthetic_84
0.252,0.946,0.6,0,LPS,p50KO,synthetic_84
0.01,0.694,0.0,1,CpG,WT,synthetic_84
0.007,0.826,0.3,0,CpG,p50KO,synthetic_84
0.176,0.0,0.2,1,LPS,relacrelKO,synthetic_84
0.013,1.0,0.0,1,LPS,irf3irf7KO,synthetic_84
0.987,0.583,1.0,1,polyIC,WT,synthetic_84
0.863,0.0,1.0,1,polyIC,relacrelKO,synthetic_84
0.093,0.426,0.2,1,polyIC,irf3irf7KO,synthetic_84
0.0,0.472,0.0,1,polyIC,irf3irf5irf7KO,synthetic_84
0.239,1.0,0.6,1,LPS,WT,synthetic_85
0.26,0.938,0.6,0,LPS,p50KO,synthetic_85
0.009,0.67,0.0,1,CpG,WT,synthetic_85
0.009,0.88,0.3,0,CpG,p50KO,synthetic_85
0.272,0.0,0.2,1,LPS,relacrelKO,synthetic_85
0.012,1.0,0.0,1,LPS,irf3irf7KO,synthetic_85
1.0,0.712,1.0,1,polyIC,WT,synthetic_85
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_85
0.11,0.462,0.2,1,polyIC,irf3irf7KO,synthetic_85
0.0,0.434,0.0,1,polyIC,irf3irf5irf7KO,synthetic_85
0.274,1.0,0.6,1,LPS,WT,synthetic_86
0.256,0.855,0.6,0,LPS,p50KO,synthetic_86
0.009,0.997,0.0,1,CpG,WT,synthetic_86
0.011,0.793,0.3,0,CpG,p50KO,synthetic_86
0.275,0.0,0.2,1,LPS,relacrelKO,synthetic_86
0.007,1.0,0.0,1,LPS,irf3irf7KO,synthetic_86
1.0,0.494,1.0,1,polyIC,WT,synthetic_86
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_86
0.095,0.504,0.2,1,polyIC,irf3irf7KO,synthetic_86
0.0,0.553,0.0,1,polyIC,irf3irf5irf7KO,synthetic_86
0.222,0.933,0.6,1,LPS,WT,synthetic_87
